$GPGGA,0.00,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*78
$GPGGA,0.10,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*79
$GPGGA,0.20,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*7A
$GPGGA,0.30,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*7B
$GPGGA,0.40,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*7C
$GPGGA,0.50,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*7D
$GPGGA,0.60,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*7E
$GPGGA,0.70,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*7F
$GPGGA,0.80,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*70
$GPGGA,0.90,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*71
$GPGGA,1.00,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*79
$GPGGA,1.10,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*78
$GPGGA,1.20,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*7B
$GPGGA,1.30,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*7A
$GPGGA,1.40,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*7D
$GPGGA,1.50,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*7C
$GPGGA,1.60,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*7F
$GPGGA,1.70,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*7E
$GPGGA,1.80,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*71
$GPGGA,1.90,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*70
$GPGGA,2.00,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*7A
$GPGGA,2.10,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*7B
$GPGGA,2.20,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*78
$GPGGA,2.30,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*79
$GPGGA,2.40,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*7E
$GPGGA,2.50,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*7F
$GPGGA,2.60,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*7C
$GPGGA,2.70,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*7D
$GPGGA,2.80,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*72
$GPGGA,2.90,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*73
$GPGGA,3.00,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*7B
$GPGGA,3.10,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*7A
$GPGGA,3.20,3540.69938600,N,13945.65991600,E,1,05,2.87,+0.00,M,00.000,M,,*79
